name,Zip code,Number of reviewers,Overall score,Cleanliness,Comfort,Facilities,Staff,Value for money,Free WiFi,Location,good Fitness Center,Daily Housekeeping,Free Parking,Airport Shuttle (free),Private Parking,Spa,On-site Parking,Fitness Center,Family Rooms,Parking,Airport Shuttle,Air Conditioning,Free WiFi,Laundry,Water Park,Outdoor Pool,Pet Friendly,Indoor Pool,Elevator,Garden,Facilities for Disabled Guests,Bar,wonderful Fitness Center,Non-smoking Rooms,Terrace,Swimming Pool,very good Fitness Center,Restaurant,excellent Fitness Center,24-Hour Front Desk,WiFi,BBQ Facilities,Dist
Dreams Come True Vista Cay - Three Bedroom Condominium,32819,0,0,,,,,,,,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,(8.1 miles from center)
Cayview Ave Condo #219204,32819,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,(8.1 miles from center)
Kingston 391L Six-Bedroom House,34779,0,0,,,,,,,,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,(20.5 miles from center)
Tropicana Lake View - Three Bedroom Condominium,32819,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,(8.1 miles from center)
Shoreway Loop l 1003-Four Bedroom Lake Apartment,32819,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,(8.1 miles from center)
Mickeys Magical Escape,34747,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,(19.3 miles from center)
Tropical Treasure of Vista Cay - Three Bedroom Condominium,32819,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(8.1 miles from center)
2784 Almaton Loop - Three Bedroom Condominium,34747,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,(19.3 miles from center)
Orlando Mid Century Modern,32803,0,0,,,,,,,,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,(3.1 miles from center)
Fremont II 751L Ten-Bedroom House,34826,0,0,,,,,,,,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,(20.5 miles from center)
Three Bedroom Vacation Townhouse Oakwater Resort 27ow85,34747,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,(18.6 miles from center)
Three Bedroom Condo First Floor Gated Community,34747,6,9.9,10,10,10,9.6,10,10,6,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,(18.6 miles from center)
Oakwater Three Bedroom Apartment F52,34747,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,(18.6 miles from center)
5012 Shoreway Loop #107 - Three Bedroom Condominium,32819,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,(8.1 miles from center)
Homewood Suites by Hilton Orlando North Maitland,32751,96,8.9,9,9.2,9,9.1,8.6,8.8,8.3,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,(6.2 miles from center)
Lake View Classic - Three Bedroom Condominium,32819,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,(8.1 miles from center)
SuiteLivingPlus,32821,56,9.0,9.5,9.4,9.1,8.3,8.5,8.8,9,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,(8.1 miles from center)
Sunny Corner - Three Bedroom Condominium,32819,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(8.1 miles from center)
Tropical Palms Elite Cottage 82,34746,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,(16.2 miles from center)
Ventura Cove - Three Bedroom Villa,32822,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,(5.6 miles from center)
EncoreResort 1158,34747,0,0,,,,,,,,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,(20.5 miles from center)
Shoreway Condo #231528 Condo,32819,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,(8.1 miles from center)
EncoreResort 4047,34747,0,0,,,,,,,,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,(20.5 miles from center)
5012 Shoreway Loop #205 - Two Bedroom Condominium,32819,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,(8.1 miles from center)
Lake View Delight - Three Bedroom Condominium,32819,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,(8.1 miles from center)
Lake View Escape - Three Bedroom Condominium,32819,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,(8.1 miles from center)
Tropical Palms Elite Two-Bedroom Cottage 101,34746,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,(16.2 miles from center)
Kingston 331L Six-Bedroom House,34820,0,0,,,,,,,,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,(20.5 miles from center)
Cayview Avenue Condo #3096 Condo,32819,0,0,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,(8.1 miles from center)
EncoreResort 2051,34747,0,0,,,,,,,,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,(17.4 miles from center)
2833 Formossa Boulevard - Four Bedroom Villa,34747,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,(19.3 miles from center)
Lakeview Point of Vista Cay - Three Bedroom Condominium,32819,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(8.1 miles from center)
UCF- European Art Gallery,32817,0,0,,,,,,,,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,(8.7 miles from center)
Vero`s Gem Condo,32819,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(8.1 miles from center)
Lake View Treasure - Two Bedroom Condominium,32819,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,(8.1 miles from center)
Mickeys Hangout,34747,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,(19.3 miles from center)
Wilmington Villa 7660,34747,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,(17.4 miles from center)
Tropical Palms Standard Cottage 6,34746,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,(16.2 miles from center)
Lake Front Oasis of Vista Cay - Three Bedroom Condominium,32819,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(8.1 miles from center)
Tropical Palms Standard Two-Bedroom Cottage 11,34746,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,(16.2 miles from center)
The Encore Club at Reunion - Nine Bedroom Home - EC005,34747,0,0,,,,,,,,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,(17.4 miles from center)
Windsor Magic,34747,11,9.1,9.3,8.9,9.1,9.1,8.9,9.1,8,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,(19.3 miles from center)
Treetops Bungalow- Three Bedroom Condominium,32819,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,(8.1 miles from center)
Casa Viva - Three Bedroom Condominium,32819,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,(8.1 miles from center)
Majestic Getaway of Vista Cay - Two Bedroom Condominium,32819,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(8.1 miles from center)
4102 Breakview Drive #309 - Three Bedroom Condominium,32819,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(8.1 miles from center)
Lakeview Shore of Vista Cay - Three Bedroom Condominium,32819,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(8.1 miles from center)
Lofty Lodge of Vista Cay - Three Bedroom Condominium,32819,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(8.1 miles from center)
Reunion Splendor,34747,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,(17.4 miles from center)
Altavista Deluxe - Three Bedroom Condominium,32819,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(8.1 miles from center)
Vista Apartment Three Bedroom Apartment N8U,32819,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,(8.1 miles from center)
La Quinta Inn & Suites Orlando Airport North,32812,984,8.6,8.7,8.6,8.4,8.6,8.4,8.9,8.9,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,(6.2 miles from center)
Cayview Ave | 1008-Four Bedroom Lake Apartment,32819,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,(8.1 miles from center)
Otterspool 7678,34741,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,(19.3 miles from center)
EncoreResort 3210,34747,0,0,,,,,,,,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,(21.1 miles from center)
SpringHill Suites by Marriott Orlando Convention Center,32819,257,8.7,8.5,8.7,8.5,9,8.4,8.5,8.9,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,(8.1 miles from center)
Tropical Palms Premium Two-Bedroom Loft Cottage 69,34746,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,(16.2 miles from center)
Oasis Retreat #109 - Three Bedroom Condominium,32819,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(8.1 miles from center)
Villa Oasis,34747,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,(19.3 miles from center)
2809 Oakwater,34773,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,(18.6 miles from center)
Vista Cay Villa - Three Bedroom Condominium,32819,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(8.1 miles from center)
Kingston 351L Six-Bedroom House,34845,0,0,,,,,,,,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,(20.5 miles from center)
Sunny Villa - Three Bedroom Townhome,32819,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,(8.1 miles from center)
Island Breeze Lake View - Three Bedroom Condominium,32819,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,(8.1 miles from center)
Reunion Beauty - Eight Bedroom Home,34747,0,0,,,,,,,,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,(17.4 miles from center)
Homewood Suites by Hilton Orlando Airport,32812,171,9.0,9.1,9.1,8.9,9,8.7,8.5,9,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,(6.8 miles from center)
Vista Apartment Three Bedroom Apartment B6G,32819,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,(8.1 miles from center)
Enclave Apartment 1,32819,0,0,,,,,,,,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,(7.5 miles from center)
Luxury Oasis - Three Bedroom Condominium,32819,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,(8.1 miles from center)
Elena House Is Much Fun,33896,0,0,,,,,,,,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,(6.8 miles from center)
5036 Shoreway Loop #203 - Three Bedroom Condominium,32819,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(8.1 miles from center)
Penthouse Paradise of Vista Cay - Three Bedroom Condominium,32819,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(8.1 miles from center)
Casa Bella - Three Bedroom Condominium,32819,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(8.1 miles from center)
VCay Three Bed Orlando 108,32819,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,(8.1 miles from center)
Vista Apartment Three Bedroom Apartment 3DR,32819,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,(8.1 miles from center)
Vista Cay Haven - Two Bedroom Condominium,32819,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,(8.1 miles from center)
Vista Cay Jewel - Three Bedroom Condominium,32819,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,(8.1 miles from center)
Delta Hotels by Marriott Orlando Lake Buena Vista,32836,216,8.7,8.9,8.9,8.6,8.8,8.2,8.6,8.8,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,(12.4 miles from center)
EncoreResort 2054,34747,0,0,,,,,,,,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,(21.1 miles from center)
EncoreResort 1091,34747,0,0,,,,,,,,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,(20.5 miles from center)
Three Bedroom Townhouse 28ow25,34747,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,(18.6 miles from center)
Vista Apartment Three Bedroom Apartment B7B,32819,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,(8.1 miles from center)
Paradise Passion at Vista Cay - Three Bedroom Condominium,32819,0,0,,,,,,,,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,(8.1 miles from center)
Private Oasis of Vista Cay - Two Bedroom Condominium,32819,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(8.1 miles from center)
Tropical Palms Elite Cottage 81,34746,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,(16.2 miles from center)
Oakwater Resort -2755GOWIS,34747,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,(18.6 miles from center)
The Encore Club at Reunion - Nine Bedroom Villa - EC004,34747,0,0,,,,,,,,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,(17.4 miles from center)
5025 Shoreway Loop #208 - Three Bedroom Condominium,32819,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(8.1 miles from center)
Sun Lake Resort-3117,34747,0,0,,,,,,,,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,(18.6 miles from center)
Disney&Golf Holiday Home,34747,5,9.6,10,10,10,9.5,9,9,4,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,(21.1 miles from center)
Shoreway Loop | 1007-Two Bedroom Apartment,32819,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,(8.1 miles from center)
Paradise Palms 4 Bedroom-3032,34747,6,9.5,10,9.2,9.6,9.2,9.6,9.2,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,(18 miles from center)
EncoreResort 2036,34747,0,0,,,,,,,,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,(20.5 miles from center)
Regal Oaks Stay Orlando,34746,11,9.4,9.8,9.6,8.9,9.1,9.6,7.5,9.6,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,(16.2 miles from center)
Kosie's Lake Escape Townhouse,34746,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,(16.2 miles from center)
Tropical Palms Premium Cottage 17,34746,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,(16.2 miles from center)
Mandrake 290P Five-Bedroom House,34813,0,0,,,,,,,,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,(20.5 miles from center)
4862 Cayview Ave #410 -Three Bedroom Condominium,32819,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,(8.1 miles from center)
Lancaster 7634W Eight-Bedroom House,34789,0,0,,,,,,,,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,(20.5 miles from center)
Oakwater Resort Two Bedroom 27552,34747,0,0,,,,,,,,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,(18.6 miles from center)
Cayview Ave l 1002-Three Bedroom Apartment,32819,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,(8.1 miles from center)
Cozy condo beside Walt Disney,34747,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,(18.6 miles from center)
Millenia Palms 3301,32839,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(5 miles from center)
4804 Cayview Avenue #204 - Four Bedroom Condominium,32819,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,(8.1 miles from center)
Two Bedroom Townhouse in Oakwater Resort 27ow73,34747,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,(18.6 miles from center)
Mickey's Family Funhouse,34747,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,(20.5 miles from center)
Vista Apartment Three Bedroom Apartment K9K,32819,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,(8.1 miles from center)
Cardif Castle - Two Bedroom Condominium,32819,0,0,,,,,,,,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,(8.1 miles from center)
Mickey's Lake Villa,34747,0,0,,,,,,,,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,(19.3 miles from center)
Bayshore Luxury at Vista Cay - Three Bedroom Townhome,32819,0,0,,,,,,,,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,(8.1 miles from center)
Windsor Pool Home,34747,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,(19.9 miles from center)
Lancaster 7602M Eight-Bedroom House,34784,0,0,,,,,,,,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,(20.5 miles from center)
The Windsor Hills Resort -7656,34747,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,(19.3 miles from center)
4804 Cayview Ave #108 - Four Bedroom Condominium,32819,0,0,,,,,,,,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,(8.1 miles from center)
The Windsor Hills Resort - 7742,34747,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,(19.3 miles from center)
Windsor Hills 7667 OS - Three Bedroom Home,34747,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,(19.3 miles from center)
The Encore Club at Reunion - Six Bedroom Home - EC034,34747,0,0,,,,,,,,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,(17.4 miles from center)
Tropical Palms Premium Two-Bedroom Loft Cottage 73,34746,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,(16.2 miles from center)
Madison 211L Eight-Bedroom House,34771,0,0,,,,,,,,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,(20.5 miles from center)
Mickey's Movie House,34747,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,(20.5 miles from center)
The Encore Club at Reunion - Eight Bedroom Villa - EC109,34747,0,0,,,,,,,,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,(17.4 miles from center)
Serenity Place at Visa Cay - Three Bedroom Condominium,32819,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(8.1 miles from center)
Vista Cay 3006 - Three Bedroom Condominium,32819,0,0,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,(8.1 miles from center)
7718 Comrow Street - Four Bedroom Villa,32746,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,(19.9 miles from center)
